tweet_id,text,airline,airline_sentiment
569528351364292608,"@JetBlue after applying my new tag, she left my bag on the ground rather than loading on the conveyer belt..I had to walk back 50 yards",Delta,negative
567833666925121536,@united can I get some help changing a ticket.  40 minutes on hold and counting....,United,negative
569952945028108288,"@AmericanAir hey ho its not me losing any money (only you) just next make sure you stick to the ""flyers right's booklet""",American,negative
569185842876571648,@united Total BS.have 1st class seats for connecting flight. Your crew Late Flight. We miss connection. Had next plane. Yet u don't honor it??,United,negative
569418497694035969,@united thanks for nothing. Really?!? 60 minute wait times when I've had to call back 4x. That's 240minute wait times.,United,negative
569943306613886976,@SouthwestAir A+ to the Safety Dos and Don'ts Announcer. Flight 651 from Midway (MDW) to Pittsburgh (PIT)!,Southwest,positive
568786745715757056,@united Please send me the link/email to formally compliment Irene in SLC on some of the best customer service ever. #PaxEx,United,positive
569940430365847554,@SouthwestAir yeah they're somewhere. Hopefully getting them back today. Just frustrated tweeting.,Southwest,negative
569887957810864129,@USAirways but my bag is still missing,US Airways,negative
567734618095230976,"@united + besides, no small degree of self-interest. We take that route several times a year &amp; would hate to be in that situation.",United,negative
569658953828732928,@AmericanAir trying to check in for flight. On line not working &amp; agents too busy to take my call.,American,negative
569269594386526209,"@USAirways woohoo! He still has 1 more flight but so happy to hear they're in the air, just about cried! (Must be the preggo hormones!) thx!",US Airways,positive
568804625257791488,@USAirways is a joke. Stop losing my luggage!,US Airways,negative
568128236649095168,"@SouthwestAir how do i know that my information is not found on other people's account?  I can see someone else's reservation, rr # and trip",Southwest,negative
568408074161160192,@USAirways on flight # 556 delayed#connection help for flight # 561 # help via email,US Airways,negative
569593694963310593,@AmericanAir @ShannonBloom Where's my DM? Where's my voucher? Who's paying my $70 cab and my $50 car back to JFK tomorrow?,American,negative
570264153559949313,"@united 441, which also had 1 working WC in coach. Good thing this bird landed ahead of schedule. I have to use the WC stat.",United,positive
567722937545814018,@SouthwestAir finally!,Southwest,positive
567861975419457537,@united and they were traveling as guests of a mileage plus member using that members miles. Great customer service.,United,positive
569545323657494528,@JetBlue nope. This 8:45am flight is now not leaving until almost 5pm. 5! I can't believe I paid money for this.,Delta,negative
569950766485540864,@AmericanAir thanks for telling me my flight got Cancelled Flightled when it wasn't. Now I have a missing luggage because of you. Thanks fam!,American,negative
568134930137550848,@USAirways 40 minutes to put my TSA number in… 40 mins… and stop holding people hostage with requiring a dividends miles acct. @tsa,US Airways,negative
569953683309514754,@united it's like you're trying to make me hate your airline. Fee for each checked bag that's never mentioned in the ticket + rude agents 👿,United,negative
569607124772196352,@AmericanAir I was flying from Ft Lauderdale FL to Seattle WA on the 02/28/2015 until the 03/03/2015 and they don't want to honor my flight.,American,negative
570057784114302977,"@AmericanAir If it's in my backpack, why do I need to see agent?",American,negative
567863082346627072,@united 3875 to Denver which we are supposed to be boarding right now but has yet to land,United,negative
569873669700358144,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",Virgin America,positive
569611581920808960,@AmericanAir @macario2 but you are Late Flight again!! Again and again! Where are the crew?,American,negative
568834834040164352,"@USAirways Welcome to North Texas US Air / American Air employees. 
Housing and Education are great opportunities in The GR8 State Of Texas",US Airways,positive
569330006985347072,@united had been suffering immensely ever since this merge .. Hopefully I'll never have to fly @united ever again ..,United,negative
569970977368645632,@USAirways thank you for putting me on a flight that will be leaving Late Flightr than the original flight I was booked on.,US Airways,negative
568112842261594112,@SouthwestAir :arrived in San Juan early. Thanks for a great flight. LUV u!,Southwest,positive
569647618932002816,"@AmericanAir pretty impressed with the in flight entertainment. Full touch, usable, smooth, good selection.",American,positive
569689784517402625,@AmericanAir @Expedia are killing me. Over 3 hours to get NO human to help me.,American,negative
569918449121673216,"@united Either is fine. However, plundering my hard-earned dollars is not fine.",United,negative
569165378359656448,@SouthwestAir this is ridiculous. It's been 2 hours on hold to rebook Cancelled Flightled flight.,Southwest,negative
569650936911683586,@JetBlue Tx for the info. Just don't understand why you couldn't accurately estimate departure time earlier. Weather in ny is fine now.,Delta,negative
568156672365092864,@JetBlue I'm trying to add my 2012 flights to my Badges account but i don't see an option. Help plz?,Delta,negative
568784295759777797,"@SouthwestAir you were my go to airline now not so much!! You say you care but I now see not so much! Right now, you suck!!",Southwest,negative
567810661372424193,@JetBlue dropped 3x in past hour,Delta,negative
569148485519462400,@SouthwestAir so glad u guys do business w/ more class than UR competitors @SpiritAirlines 😏,Southwest,positive
568425693828132864,@JetBlue okay awesome! Thank you!,Delta,positive
569584719089836032,@USAirways new F/As from DFW to CLT this morning did a great job. Well Done!,US Airways,positive
568932735181578240,"@united, if you mean beyond opaque ""maintenance issues"", yes, that would be  basic in customer service which your EWR staff can't manage.",United,negative
569484400594952192,@JetBlue suck and their customer services are the worst  whats the point of having a loyalty scheme that they don't honor #badairline,Delta,negative
570021128032407552,@SouthwestAir I am genuinely surprised you all don't upgrade people when you Cancelled Flight their flights or at least put them in a comparable spot,Southwest,negative
568955324511563776,@JetBlue love you guys. You know that. But I paid for prem. wifi toplay @vainglorygame. No go. Ping terrible / up too http://t.co/CmjRIWOP7O,Delta,negative
569902743135117314,@united Do we know why UA5282 is delayed x2)? This is getting crazy. I've already had 2 overnight delays. #UnitedAirlines,United,negative
569715563385085952,@united will do. Thanks for the help. Cheers,United,positive
570005000643956736,@united or @flysaa has lost my baggage… heard different things from different employees of @united. @flysaa has said nothing.,United,negative
570215234088116224,@USAirways 1729 connecting in charlotte to houston. Mechanical issue determined while q'd to take off. And we checked our bags.,US Airways,negative
569816394180788224,"@united flight landed 13 hours ago, 2 more flights CMH-IAD last night and still no bag..could have driven it from CMH",United,negative
570277667519332353,@united A measly $50 e-certificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during UA1116. #unacceptable,United,negative
569508903735545857,@united apparently sleeping in B terminal wasn't the worst situation. Someone told other UA passengers they had to sleep at baggage claim.,United,negative
569247724496822272,@SouthwestAir has the absolute worst customer service when trying to reach them by phone.,Southwest,negative
569103591966793728,"@USAirways u would think if u were going to Cancelled Flight my flight, you'd rebook our seats to something other than the last row. #usairwaysfail",US Airways,negative
569557167411478528,@USAirways pretty upset I drove from Philly to MHtT still no info on my bags. What's the deal!,US Airways,negative
569228892638019585,@united yes 1427 Cancelled Flightled. Moved to 333. I'll figure out car rental changes and such.,United,negative
568194427904069632,"@USAirways I appreciate that you actually monitor Twitter, so please  pass along my feedback. I've tried calling about 15 times in 4 days :(",US Airways,negative
569555929798217730,"@USAirways overloads small plane with extra baggage and then. Has to take them off... Poor execution #4435, 75 minute delay...",US Airways,negative
568895534825639936,@USAirways @AmericanAir can someone please tell me who I have to talk to #getittogether #findurgrip,US Airways,negative
569857504768757760,"@SouthwestAir #1687 MDW-SAN. Like most flights, if I'm watching free TV it works but won't hardly access any websites - including your own.",Southwest,negative
569941617697644544,"@united On a standby to Denver, which has been delayed, and a confirmed to Aspen, whose flights have been Cancelled Flighted all day. 0 confidence.",United,negative
568121964444950529,@united Boeing 777 Star Alliance short finals @Heathrowairport 27L on an amazing winters morning #777 #Avgeek http://t.co/owMaXOyEhZ,United,positive
570033439857979392,@AmericanAir - cluster continues-still on connecting instead of direct..bag charged and seats not together. #shafted,American,negative
569704219315318784,@AmericanAir Thanks for your canned response that makes it look like you care about your customers. I'm sure all Twitter users fall for it..,American,negative
569649975342333952,@USAirways when your routing system goes down which grounds all your long haul flights you should think about a #failover plan,US Airways,negative
568602015456215040,@NinaDavuluri We think it's a treat to have you onboard! Enjoy your flight. 💙,Delta,positive
569887773953527808,@AmericanAir I tried that &amp; they have been disrespectful not professional &amp; my 2nd flight been Cancelled Flighted I have to get home for a surgeryHELP,American,negative
568579388704292864,@united - blamed weather lol 78 no wind and not a cloud in the sky!! Delayed both ways 4x!! RU kidding me to charge me for 1.5lb w/8 delays?,United,negative
569605710314668035,"@USAirways is it policy to tell customers ""We can't help you?"" I'm sorry but this is unacceptable",US Airways,negative
568023874970861568,"@united if you're listening, why are you the lowest provider of inflight wifi? Get with the times!",United,negative
569929944291127296,@AmericanAir exceptional customer service from AA - my misplaced item was waiting for me at checkin followed by a smooth flight. Thank you!,American,positive
570002679142854656,@AmericanAir and just bad cs! I will be back on @JetBlue  at least when you stuck they look out for you and apologize for any trouble,American,negative
568746335446441984,@JetBlue no updates on anything! All we know is there is an issue with the front wheels being locked.,Delta,negative
569282844155125761,@SouthwestAir I'm here @ChicagoMidway airport.  I've waited 3 hours for my bag. No one knows shit. Mgmt knows nothing.  #Very mad customer,Southwest,negative
569427993958883328,@united 1k member broken seat back broken tv broken light lost bag  gee thnx. UA922 awesome job,United,negative
570251814970515456,@AmericanAir I need refund.,American,negative
567744963870752768,@USAirways issues are not with people who r nice or storm emails with wrong phone numbers auto rebooked flights to non connecting cities,US Airways,negative
568859503472422912,@united Usually an issue with Express our of SFO. Positive note: Mainline p.s. was enjoyable.,United,negative
568568593262231552,"@united got it right with the safety demonstration! Corporate but funny, reserved but NOT CORNY  as a… http://t.co/lwOtKIEKGU",United,positive
569720008630149120,@AmericanAir I have almost 3 million miles w u so I am loyal to u.  When r u going to reciprocate?  What a joke,American,negative
568406048777900032,@VirginAmerica had me at their safety video . . . http://t.co/CqMm7nuE9m  LOVED my first cross country flight. #livewelltraveled #sytycd,Virgin America,positive
568290894992039936,@united OMG THANK U😻😻😻,United,positive
567732811772080129,@JetBlue well lucky I only fly JB..I guess I would be even more squished on any other airline 😞,Delta,positive
567766269810581505,@JetBlue Learning about your awesome twitter management today in my Social Media Marketing class! keep up the good work! @SXU @PhD_Mama_,Delta,positive
568155933832044544,@JetBlue okay. The new screens are laptop-large &amp; real nice &amp; the wifi is appreciated. Thanks god for this tiny lil man in the middle seat.,Delta,positive
570015432750399488,@AmericanAir thanks for following up- it finally worked!! Fingers crossed the new flight works.,American,positive
570280637946421249,@AmericanAir and @iTunesMusic have put me in bad mood. I haven't been this angry since Spagnuolo coached the #Rams,American,negative
569669129130647552,"@JetBlue 2nd time in a row a flight out of jfk a disaster. Last time I wasn't allowed to fly stndby, now a 2 hour delay w/out notification",Delta,negative
567790175813681153,@USAirways  you Cancelled Flightled both my flights and refused to give a voucher despite no flights for 2days. @USAirways #neveragain,US Airways,negative
569626683139104768,@USAirways @AmericanAir Just got off Int. Flight #799. Your Intentionally rude staff made for a horrible 8hr+ flight on an unsuitable plane.,US Airways,negative
569823770308939776,"@AmericanAir i tried all day. Have been disconnected due to ""heavy call volume.""",American,negative
567772765756080128,@united Stuck in IAD going on 6 hours waiting for a ferry flight from Nashville that u can't tell when it will arrive?!! Ridiculous!!,United,negative
569595218401439744,"@united yes, computer would allow me to get to San Diego quick but customer service will not help.  Says can't rebook http://t.co/KcVUbUYExc",United,negative
567801519207374849,"@united Thank you for the speedy response! I figured it may be something of that nature. You guys and your ""fine print,"" haha",United,positive
568794248654426112,"Thanks! Hope I don't look like a complainer, I've written of good experiences w/you in the past and am making do in terminal 5 :) @JetBlue",Delta,positive
569688822486847488,"@AmericanAir on plane for JFK-&gt;SFO, been sitting here for 1.5 hours waiting for push crew, how is this acceptable?",American,negative
568918313239064576,@SouthwestAir @JulGood1 she was traveling with me the one that got miscommunicated with,Southwest,negative
569971722155208706,@AmericanAir 12 calls in the span of two days........none of which available to speak to someone.  You are un F-in believable.  worst ever,American,negative
568573661378174976,"@SouthwestAir have to be honest, didn't expect a fast response, thank you!  Off to #Chiberia we go!",Southwest,positive
569959737246109696,@JetBlue Not helping since there's a bunch of us trying to get off at the same time.,Delta,negative
568543525505089536,@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.,Virgin America,positive
570212050548461568,@AmericanAir She seems a little preoccupied - that's why I'm bringing it to your attention. I am just flagging an issue as an observer.,American,negative
569278020441284608,@united If you follow me I will DM you my phone # which you can call.,United,negative
569825634295230466,@AmericanAir I've been doing this all night. Can someone please help? I need my flt fixed. Please???,American,negative
569943774253621248,@USAirways Seat 8D on Flight 545 last night is the worst seat I've ever been in.  No leg room! #dividendsmember http://t.co/NUhpLNXRIq,US Airways,negative
569016588411789312,@USAirways So when was I supposed to call the Internet Desk? Especially since my reservation told me to directly call the main 1-800 number?,US Airways,negative
569297850456109056,@JetBlue your employee Charles cave at the gate at MSY went above and beyond to help try to help me find my glasses. Thought u should know,Delta,positive
569989043456380928,@USAirways your airway is a joke. I have never dealt with worse service,US Airways,negative
569907544124219392,"@AmericanAir thanks! a response is better than nothing at all {ahem, @USAirways}",American,positive
569989007532142592,@SouthwestAir Travel agent Darrel here at Love Field hosting a paper airplane contest to entertain all the children was so awesome to see!,Southwest,positive
568919673548337152,@USAirways I did &amp; was told I asked to many questions. bag might still be on flight 413. Should be easy to check when it lands in Seattle.,US Airways,negative
569461666695524352,@united it is too Late Flight for reFlight Booking Problems now - it is morning already and I no longer need a hotel room,United,negative
569938672935546880,@USAirways is charging me $200 to NOT take my flight. Lol. That is the last time I fly with them.,US Airways,negative
568834182694240256,@JetBlue @WSJ #JETBLUE treated me right as a #disabledtraveler thanks for a no hassle flight to @jamaica,Delta,positive
569134266052816897,@united Will never fly with you again! Terrible service!! Ruined our entire vacation!! #lostsuitcase #noreimbursement,United,negative
568429188975173634,@SouthwestAir Is my friend lucky enough to see #DestinationDragons live on his birthday? He's been a fan for years @thirty_lives,Southwest,negative
568954934084788224,@SouthwestAir you guys held our flight #330!  Thank you!!!  About to take off from MDW now to Oakland.  Thanks,Southwest,positive
570307390752608257,"@AmericanAir no thanks.  As I said, being denied miles that expired one week ago was the last drop for me; plan to avoid AA as possible.",American,negative
570050402294636544,"@SouthwestAir very disappointed in your customer service right now. definitely not feeling the luv. what's worse, 2nd time this winter.",Southwest,negative
568909200832618496,@USAirways 2 bad planes &amp; 3 gate changes= lots of exercise. #travelfail let's hope this plane works. I'm tired.,US Airways,negative
569657725304610816,@JetBlue 4 hr delay on flight to JFK via Tampa &amp; worst customer service in San Juan airport. This after app not working all day.,Delta,negative
569225573773369344,@united is not a company that values it's customer &amp; after reading tweets to them I'm not the only one who feels that way #lostmybusiness,United,negative
569366138963959808,"@united screwed up our reservation- they assigned a new # to just one of us &amp; when they changed our flight, only changed the original #.",United,negative
568323479826771968,@united 8h flight without a working screen for me and my friend and not possible to move to another place #unitedfails#worsttripofmylife,United,negative
570277724385734656,@VirginAmerica So excited for my first cross country flight LAX to MCO I've heard nothing but great things about Virgin America. #29DaysToGo,Virgin America,positive
567836728100200449,@JetBlue And we are glad to see what is going on and fix! @ProfessorpaUL15: please DM me your confirmation # so we can check.,Delta,positive
569078332278513665,"@united  UA 1706 there is no way a plane ""loses its software"" I believe you decided to do an upgrade...",United,negative
569863765451255809,@united I have been told twice my issue has been resolved and twice it has not been. And when I write an email it bounces?! #worstservice,United,negative
569594026732740609,@AmericanAir ahhhh your silence is golden now.  This tops it all.  Anyone get fired?,American,negative
569949968750010370,@USAirways you guys lost my luggage,US Airways,negative
570265280674459648,@SouthwestAir due to an apparent water issue that checked out fine during the checks my husband and I already had to deal with our first,Southwest,negative
569858655086120961,.@AmericanAir @C2Next Would be great to get some help too! I've been trying since last night to get through.,American,negative
568189430202130432,@united I'm flying @AmericanAir on the way back. I rarely fly them but let's see if they are any better....,United,negative
568298659537915904,@united the best seats should be for paying customers and we should get to board first #badcustomerservice,United,negative
569556807703764992,@USAirways is the @comcast of airlines #2hrs35minOnHold,US Airways,negative
569942011916259330,@AmericanAir really appreciate the great customer service... One of your service agents just hung up on me when asking legitimate questions,American,negative
569908722778157056,"@AmericanAir long mait. Repair wait at gate - Capt Said ""paperwork formality""- forced to check bag rudely-returning CC reader doesn't work",American,negative
569400188491730945,@USAirways my flight is Cancelled Flightled and you guys aren't Answering the phones what do I do ?,US Airways,negative
570041112624295936,@united thanks we'll be in touch!,United,positive
567871439585435648,@united Hours on the phone...hung up on...all I want is to be on a different flight (same day) that has an open seat. #greatservice,United,negative
568589551477886977,@united I'd rather have the truth about my flight than be forced to sit here all day. Trying to get home to this. http://t.co/U69fAfqhsF,United,negative
569586471570534400,@united unacceptable. 403 was 90 min Late Flight for a 'missing screw' our flight to Tucson left before we even landed,United,negative
569724225466073088,@USAirways Has To Be THE WORST Airline Of All Time😡😡😡,US Airways,negative
568166403246850050,"I will, if you can show me where this new program is beneficial to your longstanding loyal consumers... @united",United,negative
568673970251116544,@SouthwestAir unable to book travel right now on the website or through the app. Help!,Southwest,negative
569714383971966976,"@AmericanAir By ""answering as fast as they can"", you mean hanging up on every call?",American,negative
569953259479277568,Don't show these to Larry Fedora. RT @JetBlue: Our fleet's on fleek. http://t.co/qqlzk2jkzR,Delta,positive
567765558393700352,@united I just need to get to RIC tonight. I've been in EWR for 24hrs now.,United,negative
570249520736374785,@AmericanAir Waiting an hour now for a pilot AA3688. Is there a pilot in the house at DFW?,American,negative
569408185125052416,@SouthwestAir want to pick up a customer from @SpiritAirlines sign me up 🙌😏,Southwest,negative
570307948171423745,@AmericanAir why would I pay $200 to reactivate my points that are only useful for certain flights that aren't even worth $200?,American,negative
569855106583281664,@SouthwestAir almost at the gate for 1156 to SF. Please wait 60 more seconds.,Southwest,negative
568781450146787328,"@southwestair excruciatingly slow internet on SWA flights is now the norm, rather than the exception. Is this being addressed?",Southwest,negative
568578230933979136,@SouthwestAir is seriously THE WORST. I don't remember the last time I or someone I knew had a flight that wasn't delayed / Cancelled Flightled / etc!,Southwest,negative
569503165713948672,@united I have never been mislead by a company as many times as I have this week by United Airlines!,United,negative
569162467051474944,@SouthwestAir is anyone answering phones to rebook Cancelled Flightled flights?,Southwest,negative
567692504397803520,@SouthwestAir  this is really unhelpful. Why can't I rebook online? http://t.co/N5O43sVl8i,Southwest,negative
570239688755302401,@AmericanAir Well I'm showing I am still sitting at the gate on the plane that has not departed?,American,negative
568834824410148864,@united Thank you for your offer! All sorted out :-),United,positive
570045645714620417,@AmericanAir still on hold. After you hung up on me the first time (another 45 minutes!) http://t.co/IMRLAu77iH,American,negative
570028289399525376,@AmericanAir TSA said there is nothing they could do. But the question is why are your employee's swapping your customers belongings?,American,negative
568437189694111744,@JetBlue Apparently the pilot had made some announcement about engine trouble and losing fuel too quickly.,Delta,negative
567767439493300224,@united waiting for flight 4567 to memphis. Incredibly rude gate agent waited until after departure time to announce delay. (1 of 2) #rude,United,negative
567863197341847552,"@SouthwestAir Yeah, we figured it out.  Thanks.",Southwest,positive
569276864260255745,@SouthwestAir please refund my ticket. What a terrible experience. #southwestfail,Southwest,negative
568411980542775296,@JetBlue #Bluemanity @AirlineAdviser loves this. Have a great time flying this,Delta,positive
568170198433460224,"@united #vegan meals can be more creative than noodles, peas, and zukes. Non-vegan yogurt is not acceptable for a vegan. Can you do better?",United,negative
567820713156943872,@SouthwestAir El Paso deals....May❤❤❤😍🌏,Southwest,positive
569927630469894144,@united is there a United gold number? I've been on hold 24 minutes and think I may be lost in nowhereland. Have a gold reservation. Help.,United,negative
570229222662410240,"@AmericanAir I'll be sticking with @southwest in the future. No change fees, first bag free, and stellar customer service.",American,negative
568849460450725890,@USAirways gate agent in CLT forced me to check bag in z1 &amp; proceeded to allow larger bags. Huge inconvenience to travel plans.,US Airways,negative
568904127834558464,"@JetBlue, why must you always delay my Late Flight night Orlando flights? 💔",Delta,negative
569493640990625793,@united flight 403 is delayed 40 min bc a missing screw and were in danger of missing flight 6491,United,negative
568252997886545920,@united then watched my connecting flight in DEN pull away from the gate only to pull into THE SAME gate. #SlapInTheFace,United,negative
568941140415803393,@USAirways @AmericanAir u are the worst airline ever figure out the merger #dontmakemegooutside,US Airways,negative
569668677731274752,@SouthwestAir I (heart) my CP status. Sure would be nice to have though.,Southwest,positive
569892686624198657,@AmericanAir what response? Is our flight out of Montrose Cancelled Flightled or not?,American,negative
570042013908914176,@united wonderful bag claim people - finally have my bag. But why did I catch earlier flight? Original flight just landed. #wastedtime,United,negative
569912835871879168,@AmericanAir I've been trying to call your reservations desk for past 12 hours and can't get through.  This is not what I expected.,American,negative
567967189237518337,"@united @PGATOUR @NTrustOpen Next thing you know, United will believe they are above the DOT and take them to court. United is anti-consumer",United,negative
569934170819948544,@AmericanAir you keep returning my call and hanging up when I answer? Help reFlight Booking Problems a flight!,American,negative
569964915710038016,@United We've been waiting on tarmac for &gt;1hr because apparently UA1116 is overweight &amp; we returned to gate. #WTF #fb,United,negative
569704587315138560,"@SouthwestAir crew of WN3946 SAN-SFO was brilliant! Rita was hilarious. I know I've been down on you before, but this was a great flight",Southwest,positive
569153669867945984,@united officially has the most inefficient boarding procedure. There is no reason it should take 45 mins to board a plane!,United,negative
570295981985681409,@AmericanAir don't worry. I'll be sending a letter with what I expect from you for compensation. I fly twice a week w/you guys...for now,American,negative
569601363799359488,@AmericanAir should reconsider #usairways acquisition. Flight 1843 AA gold flyers insulted by attendant for hanging jacket!,American,negative
568945122961784833,"@SouthwestAir 14 hours????  Sorry don't get it. Oh well. Screw the weekend in Az right?  Eat the hotel, no problem.",Southwest,negative
